id,label
398,"169,199"
399,"169,199"
400,"0,40"
401,"199,206"
402,"3,200"
403,"0,206"
404,"3,206"
405,"0,8"
406,"199,200"
407,"10,206"
408,"44,45"
409,"169,199"
410,"200,337"
411,"3,200"
412,"11,205"
413,"40,206"
414,"0,8,206"
415,"0,40"
416,"40,179"
417,"10,220"
418,"0,405"
419,"40,206"
420,"0,8"
421,"10,40"
422,"10,67"
423,"40,67"
424,"0,179"
425,"0,498"
426,"8,206"
427,"11,45"
428,"40,405"
429,"169,199"
430,"0,206"
431,"0,405"
432,"10,11"
433,"145,524"
434,"10,11"
435,"0,206"
436,"0,179"
437,"10,220"
438,"10,40"
439,"170,199"
440,"40,206"
441,"0,498"
442,"11,45"
443,"169,199"
444,"0,40"
445,"3,206"
446,"0,265"
447,"0,498"
448,"10,11"
449,"0,405"
450,"0,409"
451,"0,179"
452,"8,405"
453,"40,135"
454,"10,11"
455,"169,199"
456,"8,206"
457,"10,524"
458,"199,200"
459,"40,206"
460,"0,346"
461,"170,199"
462,"10,11"
463,"45,206"
464,"0,498"
465,"0,179"
466,"0,206"
467,"0,206"
468,"10,11"
469,"10,40"
470,"40,169"
471,"0,409"
472,"11,40"
473,"0,179"
474,"40,179"
475,"0,269"
476,"0,206"
477,"169,199"
478,"40,135"
479,"169,199"
480,"10,40"
481,"10,67"
482,"0,40"
483,"0,206"
484,"169,199"
485,"0,8,206"
486,"10,145"
487,"0,498"
488,"0,40"
489,"40,205"
490,"10,11"
491,"10,405"
492,"8,206"
493,"0,269"
494,"40,200"
495,"0,346"
496,"40,206"
497,"10,11"
498,"0,8"
499,"0,10"
500,"170,199"
501,"40,206"
502,"8,405"
503,"83,524"
504,"10,18"
505,"10,40"
506,"11,206"
507,"169,199"
508,"3,206"
509,"199,200"
510,"10,206"
511,"0,40"
512,"0,40"
513,"11,205"
514,"199,200"
515,"10,40"
516,"10,11"
517,"10,11"
518,"170,199"
519,"11,45"
520,"10,11"
521,"0,179"
522,"10,67"
523,"40,206"
524,"40,67"
525,"40,67"
526,"40,206"
527,"40,83"
528,"8,405"
529,"0,206"
530,"10,11"
531,"10,67"
532,"40,67"
533,"0,179"
534,"199,405"
535,"0,67"
536,"199,200"
537,"0,8"
538,"10,83"
539,"200,206"
540,"0,206"
541,"40,67"
542,"40,67"
543,"3,206"
544,"10,11"
545,"10,40"
546,"40,206"
547,"40,206"
548,"199,200"
549,"10,205"
550,"199,206"
551,"0,206"
552,"0,397"
553,"10,67"
554,"0,206"
555,"10,11"
556,"11,205"
557,"40,206"
558,"0,206"
559,"0,405"
560,"0,40"
561,"0,498"
562,"10,220"
563,"0,405"
564,"40,206"
565,"10,11"
566,"0,179"
567,"0,206"
568,"40,206"
569,"10,11"
570,"8,206"
571,"10,11"
572,"170,200"
573,"8,206"
574,"11,45"
575,"40,405"
576,"83,405"
577,"0,199"
578,"40,200"
579,"10,11"
580,"40,206"
581,"206,405"
582,"0,397"
583,"3,206"
584,"170,199"
585,"0,8"
586,"10,67"
587,"0,206"
588,"40,405"
589,"200,206"
590,"169,199"
591,"10,11"
592,"199,206"
593,"10,11"
594,"10,220"
595,"0,206"
596,"0,297"
597,"0,206"
598,"3,206"
599,"67,145"
600,"40,206"
601,"0,8"
602,"3,206"
603,"0,265"
604,"3,206"
605,"0,206"
606,"0,40"
607,"40,206"
608,"0,179"
609,"11,45"
610,"11,205"
611,"40,206"
612,"0,10"
613,"3,200"
614,"10,11"
615,"0,269"
616,"40,67"
617,"0,405"
618,"0,405"
619,"40,199"
620,"40,179"
621,"0,206"
622,"8,405"
623,"40,206"
624,"0,40"
625,"0,346"
626,"0,199"
627,"0,206"
628,"10,67"
629,"3,4"
630,"83,524"
631,"0,8"
632,"169,199"
633,"40,199"
634,"0,313"
635,"40,67"
636,"11,45"
637,"169,170"
638,"10,40"
639,"0,409"
640,"40,67"
641,"0,206"
642,"169,199"
643,"40,206"
644,"45,199"
645,"40,67"
646,"206,405"
647,"179,199"
648,"3,206"
649,"169,199"
650,"10,67"
651,"40,67"
652,"10,206"
653,"10,40"
654,"0,206"
655,"40,206"
656,"3,206"
657,"0,8,206"
658,"3,5"
659,"3,206"
660,"40,206"
661,"0,8"
662,"0,170"
663,"11,205"
664,"10,11"
665,"10,11"
666,"11,206"
667,"8,405"
668,"179,199"
669,"40,67"
670,"40,206"
671,"10,11"
672,"0,10"
673,"169,170,199"
674,"206,405"
675,"45,206"
676,"0,405"
677,"10,200"
678,"169,199"
679,"0,220"
680,"0,206"
681,"0,405"
682,"10,11"
683,"0,40"
684,"40,67"
685,"199,200"
686,"40,67"
687,"169,199"
688,"40,199"
689,"10,220"
690,"199,200"
691,"169,199"
692,"40,206"
693,"83,405"
694,"0,8,206"
695,"0,206"
696,"11,45"
697,"3,44"
698,"40,206"
699,"10,40"
700,"40,206"
701,"0,67"
702,"40,405"
703,"40,67"
704,"40,206"
705,"199,206"
706,"0,206"
707,"40,206"
708,"0,269"
709,"11,205"
710,"3,40"
711,"206,405"
712,"3,16"
713,"179,199"
714,"199,200"
715,"0,405"
716,"40,206"
717,"3,206"
718,"200,206"
719,"40,206"
720,"3,40"
721,"0,10"
722,"199,206"
723,"3,200"
724,"0,206"
725,"0,206"
726,"169,199"
727,"0,206"
728,"170,199"
729,"40,83"
730,"179,199"
731,"8,405"
732,"3,200"
733,"10,11"
734,"40,199"
735,"169,170,199"
736,"0,206"
737,"40,206"
738,"10,11"
739,"67,405"
740,"10,40"
741,"0,409"
742,"3,206"
743,"0,206"
744,"0,40"
745,"3,206"
746,"11,206"
747,"8,405"
748,"40,206"
749,"11,45"
750,"199,200"
751,"11,45"
752,"8,405"
753,"169,199"
754,"169,199"
755,"10,45"
756,"10,11"
757,"10,67"
758,"44,45"
759,"169,199"
760,"8,405"
761,"40,206"
762,"8,206"
763,"3,200"
764,"200,206"
765,"0,8"
766,"0,498"
767,"169,199"
768,"0,265"
769,"40,45"
770,"8,405"
771,"0,405"
772,"10,44"
773,"199,200"
774,"0,206"
775,"199,200"
776,"169,199"
777,"10,405"
778,"40,206"
779,"10,40"
780,"11,206"
781,"40,45"
782,"0,409"
783,"0,206"
784,"3,206"
785,"40,67"
786,"169,170,199"
787,"11,40"
788,"0,206"
789,"0,405"
790,"40,200"
791,"10,67"
792,"10,11"
793,"40,67"
794,"169,199"
795,"0,206"
796,"3,206"
797,"3,200"
798,"10,405"
799,"83,405"
800,"40,405"
801,"0,206"
802,"179,199"
803,"199,200"
804,"0,40"
805,"169,199"
806,"0,206"
807,"11,45"
808,"169,199"
809,"169,170,199"
810,"40,67"
811,"10,11"
812,"10,11"
813,"0,498"
814,"199,200"
815,"40,67"
816,"199,200"
817,"0,206"
818,"10,40"
819,"169,199"
820,"0,397"
821,"83,405"
822,"199,206"
823,"11,205"
824,"3,200"
825,"10,40"
826,"0,8"
827,"10,11"
828,"40,405"
829,"0,405"
830,"10,206"
831,"0,179"
832,"11,45"
833,"169,199"
834,"200,206"
835,"40,334"
836,"170,199"
837,"45,405"
838,"3,206"
839,"3,206"
840,"40,179"
841,"40,206"
842,"0,206"
843,"0,179"
844,"10,206"
845,"40,206"
846,"169,199"
847,"0,405"
848,"0,313"
849,"8,405"
850,"169,199"
851,"40,405"
852,"169,206"
853,"11,40"
854,"170,199"
855,"83,405"
856,"11,205"
857,"40,206"
858,"3,206"
859,"40,135"
860,"40,67"
861,"205,206"
862,"0,40"
863,"0,179"
864,"45,206"
865,"40,206"
866,"3,40"
867,"170,199"
868,"169,199"
869,"0,405"
870,"205,297"
871,"0,206"
872,"199,200"
873,"169,199"
874,"0,206"
875,"10,40"
876,"200,206"
877,"40,206"
878,"170,199"
879,"40,67"
880,"3,206"
881,"0,8,206"
882,"10,405"
883,"0,40"
884,"10,11"
885,"0,337"
886,"170,199"
887,"170,199"
888,"3,200"
889,"169,199"
890,"10,145"
891,"3,206"
892,"206,405"
893,"40,206"
894,"0,40"
895,"0,206"
896,"199,206"
897,"199,200"
898,"40,206"
899,"169,179,199"
900,"0,179"
901,"200,337"
902,"0,405"
903,"0,40"
904,"0,206"
905,"0,40"
906,"0,8"
907,"0,8"
908,"8,206"
909,"40,67"
910,"0,10"
911,"10,11"
912,"83,206"
913,"10,11"
914,"10,11"
915,"0,220"
916,"0,206"
917,"0,179"
918,"3,206"
919,"10,206"
920,"40,200"
921,"10,11"
922,"11,206"
923,"10,405"
924,"83,405"
925,"40,206"
926,"11,45"
927,"0,405"
928,"200,206"
929,"3,206"
930,"40,179"
931,"0,206"
932,"0,206"
933,"10,40"
934,"8,206"
935,"83,170"
936,"0,199"
937,"3,200"
938,"8,405"
939,"8,405"
940,"3,206"
941,"40,67"
942,"10,40"
943,"169,199"
944,"8,206"
945,"0,199"
946,"0,179"
947,"3,200"
948,"40,206"
949,"0,40"
950,"0,409"
951,"10,206"
952,"0,199"
953,"0,405"
954,"0,405"
955,"10,11"
956,"0,405"
957,"205,206"
958,"10,11"
959,"11,205"
960,"169,199"
961,"169,199"
962,"0,405"
963,"40,67"
964,"10,11"
965,"0,40"
966,"10,524"
967,"170,199"
968,"3,206"
969,"0,40"
970,"169,199"
971,"40,206"
972,"11,205"
973,"0,40"
974,"10,220"
975,"0,199"
976,"0,8,206"
977,"40,206"
978,"40,200"
979,"10,40"
980,"0,206"
981,"0,8"
982,"11,45"
983,"200,206"
984,"83,405"
985,"40,67"
986,"0,40"
987,"0,40"
988,"40,206"
989,"8,206"
990,"169,200"
991,"10,67"
992,"169,199"
993,"3,206"
994,"10,11"
995,"169,199"
996,"169,199"
997,"40,206"
998,"10,40"
999,"10,11"
1000,"0,179"
1001,"0,206"
1002,"0,8"
1003,"0,405"
1004,"0,206"
1005,"169,170,199"
1006,"0,40"
1007,"44,67"
1008,"0,405"
1009,"10,40"
1010,"0,67"
1011,"199,200"
1012,"199,200"
1013,"83,524"
1014,"200,206"
1015,"0,265"
1016,"10,11"
1017,"67,206"
1018,"169,199"
1019,"0,206"
1020,"0,313"
1021,"10,67"
1022,"0,206"
1023,"40,67"
1024,"3,206"
1025,"40,67"
1026,"0,498"
1027,"40,67"
1028,"3,200"
1029,"11,205"
1030,"0,206"
1031,"10,11"
1032,"0,179"
1033,"200,337"
1034,"169,199"
1035,"45,67"
1036,"3,206"
1037,"0,40"
1038,"40,200"
1039,"10,40"
1040,"40,145"
1041,"10,67"
1042,"0,297"
1043,"169,170,199"
1044,"10,11"
1045,"11,40"
1046,"40,199"
1047,"170,199"
1048,"10,220"
1049,"0,179"
1050,"10,40"
1051,"0,206"
1052,"10,220"
1053,"45,206"
1054,"0,405"
1055,"8,405"
1056,"10,220"
1057,"8,206"
1058,"3,206"
1059,"40,206"
1060,"11,205"
1061,"169,200"
1062,"0,405"
1063,"0,498"
1064,"200,337"
1065,"40,135"
1066,"10,11"
1067,"179,199"
1068,"199,200"
1069,"0,10"
1070,"3,206"
1071,"0,297"
1072,"10,199"
1073,"0,8,206"
1074,"3,200"
1075,"199,200"
1076,"40,67"
1077,"3,206"
1078,"40,206"
1079,"40,206"
1080,"3,206"
1081,"3,206"
1082,"40,67"
1083,"40,67"
1084,"40,206"
1085,"67,145"
1086,"0,40"
1087,"40,206"
1088,"199,200"
1089,"206,405"
1090,"8,206"
1091,"40,83"
1092,"40,206"
1093,"10,40"
1094,"170,199"
1095,"169,199"
1096,"200,206"
1097,"10,40"
1098,"40,45"
1099,"83,405"
1100,"0,498"
1101,"0,269"
1102,"0,206"
1103,"10,11"
1104,"169,199"
1105,"10,11"
1106,"40,67"
1107,"169,199"
1108,"40,199"
1109,"169,199"
1110,"10,40"
1111,"0,206"
1112,"0,405"
1113,"3,206"
1114,"169,199"
1115,"10,45"
1116,"199,206"
1117,"0,179"
1118,"0,337"
1119,"83,405"
1120,"0,206"
1121,"170,199"
1122,"179,199"
1123,"40,200"
1124,"3,200"
1125,"169,199"
1126,"200,337"
1127,"10,11"
1128,"0,206"
1129,"0,397"
1130,"10,67"
1131,"10,206"
1132,"0,409"
1133,"10,40"
1134,"11,205"
1135,"0,179"
1136,"199,200"
1137,"0,8"
1138,"10,220"
1139,"169,199"
1140,"8,405"
1141,"3,206"
1142,"0,220"
1143,"169,199"
1144,"10,11"
1145,"8,206"
1146,"40,206"
1147,"0,206"
1148,"40,67"
1149,"199,200"
1150,"3,206"
1151,"40,206"
1152,"10,11"
1153,"8,206"
1154,"0,10"
1155,"11,45"
1156,"10,67"
1157,"0,397"
1158,"40,67"
1159,"8,206"
1160,"40,199"
1161,"3,200"
1162,"40,67"
1163,"0,206"
1164,"0,337"
1165,"40,67"
1166,"199,200"
1167,"44,67"
1168,"0,297"
1169,"67,145"
1170,"0,179"
1171,"10,206"
1172,"0,206"
1173,"0,179"
1174,"0,206"
1175,"10,11"
1176,"10,40"
1177,"0,498"
1178,"10,40"
1179,"0,40"
1180,"0,206"
1181,"169,170,199"
1182,"0,265"
1183,"40,206"
1184,"40,67"
1185,"40,206"
1186,"10,206"
1187,"10,40"
1188,"0,206"
1189,"169,199"
1190,"3,200"
1191,"199,206"
1192,"11,45"
1193,"40,206"
1194,"0,206"
1195,"169,199"
1196,"3,206"
1197,"10,40"
1198,"0,206"
1199,"3,206"
1200,"10,11"
1201,"40,206"
1202,"169,199"
1203,"40,206"
1204,"10,67"
1205,"10,40"
1206,"0,8,206"
1207,"0,199"
1208,"10,220"
1209,"11,40"
1210,"0,206"
1211,"11,45"
1212,"10,145"
1213,"169,199"
1214,"40,67"
1215,"10,220"
1216,"40,206"
1217,"3,206"
1218,"8,405"
1219,"10,11"
1220,"0,206"
1221,"206,220"
1222,"199,200"
1223,"3,200"
1224,"40,67"
1225,"10,11"
1226,"40,67"
1227,"11,40"
1228,"10,40"
1229,"10,11"
1230,"0,206"
1231,"0,206"
1232,"0,8"
1233,"67,206"
1234,"145,524"
1235,"40,206"
1236,"206,220"
1237,"0,206"
1238,"0,405"
1239,"10,40"
1240,"0,269"
1241,"170,200"
1242,"0,40"
1243,"0,40"
1244,"11,206"
1245,"0,269"
1246,"169,199"
1247,"40,67"
1248,"0,10"
1249,"169,199"
1250,"0,205"
1251,"10,524"
1252,"169,200"
1253,"10,40"
1254,"40,199"
1255,"10,67"
1256,"3,206"
1257,"0,269"
1258,"0,206"
1259,"0,269"
1260,"200,206"
1261,"40,206"
1262,"11,40"
1263,"0,206"
1264,"83,405"
1265,"40,206"
1266,"3,45"
1267,"0,8,206"
1268,"40,67"
1269,"40,206"
1270,"200,206"
1271,"10,11"
1272,"40,206"
1273,"0,40"
1274,"169,199"
1275,"40,206"
1276,"170,199"
1277,"3,200"
1278,"40,206"
1279,"44,67"
1280,"0,40"
1281,"169,199"
1282,"83,405"
1283,"40,206"
1284,"170,199"
1285,"3,206"
1286,"0,265"
1287,"40,67"
1288,"0,405"
1289,"10,206"
1290,"10,220"
1291,"40,206"
1292,"160,206"
1293,"179,199"
1294,"8,206"
1295,"3,206"
1296,"40,206"
1297,"3,206"
1298,"169,199"
1299,"11,206"
1300,"40,67"
1301,"40,206"
1302,"0,206"
1303,"8,206"
1304,"3,206"
1305,"0,206"
1306,"8,206"
1307,"170,199"
1308,"170,199"
1309,"8,206"
1310,"200,206"
1311,"10,11"
1312,"0,206"
1313,"40,67"
1314,"40,67"
1315,"169,199"
1316,"10,11"
1317,"0,498"
1318,"169,170,199"
1319,"199,206"
1320,"10,40"
1321,"10,220"
1322,"40,206"
1323,"0,409"
1324,"40,67"
1325,"199,200"
1326,"40,67"
1327,"67,220"
1328,"40,206"
1329,"3,206"
1330,"206,524"
1331,"0,206"
1332,"199,200"
1333,"169,199"
1334,"0,179"
1335,"3,206"
1336,"0,206"
1337,"10,220"
1338,"199,200"
1339,"0,206"
1340,"169,199"
1341,"40,83"
1342,"170,199"
1343,"169,199"
1344,"0,10"
1345,"0,206"
1346,"169,179,199"
1347,"3,206"
1348,"40,199"
1349,"170,199"
1350,"0,405"
1351,"0,40"
1352,"40,206"
1353,"0,346"
1354,"0,3"
1355,"0,265"
1356,"40,67"
1357,"3,200"
1358,"40,206"
1359,"11,206"
1360,"0,206"
1361,"0,206"
1362,"205,206"
1363,"169,199"
1364,"169,199"
1365,"169,199"
1366,"40,67"
1367,"3,206"
1368,"3,206"
1369,"40,206"
1370,"0,265"
1371,"40,67"
1372,"0,10"
1373,"10,11"
1374,"10,11"
1375,"10,11"
1376,"8,206"
1377,"170,199"
1378,"10,11"
1379,"40,206"
1380,"10,11"
1381,"0,8"
1382,"3,200"
1383,"3,200"
1384,"3,200"
1385,"40,135"
1386,"40,206"
1387,"0,179"
1388,"10,11"
1389,"199,200"
1390,"10,11"
1391,"0,179"
1392,"169,199"
1393,"40,67"
1394,"169,199"
1395,"40,206"
1396,"10,11"
1397,"0,498"
1398,"40,206"
1399,"169,199"
1400,"8,206"
1401,"169,199"
1402,"3,206"
1403,"170,199"
1404,"10,11"
1405,"169,199"
1406,"3,200"
1407,"0,40"
1408,"8,206"
1409,"11,45"
1410,"8,206"
1411,"0,40"
1412,"10,40"
1413,"10,405"
1414,"0,10"
1415,"10,40"
1416,"10,40"
1417,"40,206"
1418,"3,206"
1419,"0,269"
1420,"40,206"
1421,"205,206"
1422,"10,40"
1423,"40,206"
1424,"10,40"
1425,"170,206"
1426,"0,206"
1427,"40,206"
1428,"10,11"
1429,"0,206"
1430,"11,45"
1431,"170,200"
1432,"40,67"
1433,"10,206"
1434,"83,405"
1435,"0,206"
1436,"169,199"
1437,"169,199"
1438,"0,206"
1439,"10,40"
1440,"199,200"
1441,"3,200"
1442,"0,179"
1443,"0,40"
1444,"0,40"
1445,"40,206"
1446,"40,405"
1447,"0,405"
1448,"8,405"
1449,"170,199"
1450,"0,269"
1451,"206,405"
1452,"11,405"
1453,"3,200"
1454,"10,11"
1455,"0,40"
1456,"3,206"
1457,"169,199"
1458,"169,199"
1459,"169,199"
1460,"10,11"
1461,"0,405"
1462,"10,11"
1463,"10,145"
1464,"10,11"
1465,"0,405"
1466,"0,40"
1467,"45,206"
1468,"0,8,206"
1469,"40,67"
1470,"169,199"
1471,"11,45"
1472,"0,179"
1473,"0,206"
1474,"0,206"
1475,"10,11"
1476,"10,40"
1477,"3,206"
1478,"0,409"
1479,"40,206"
1480,"40,206"
1481,"10,40"
1482,"0,206"
1483,"0,269"
1484,"10,205"
1485,"3,200"
1486,"3,206"
1487,"0,206"
1488,"40,206"
1489,"40,67"
1490,"40,206"
1491,"10,11"
1492,"10,40"
1493,"0,409"
1494,"0,405"
1495,"0,405"
1496,"40,206"
1497,"40,83"
1498,"0,206"
1499,"10,40"
1500,"40,67"
1501,"40,200"
1502,"169,199"
1503,"40,67"
1504,"10,40"
1505,"40,44"
1506,"0,206"
1507,"0,179"
1508,"199,200"
1509,"0,206"
1510,"170,206"
1511,"170,199"
1512,"169,199"
1513,"0,8,206"
1514,"169,199"
1515,"3,206"
1516,"170,199"
1517,"0,179"
1518,"206,405"
1519,"3,206"
1520,"0,206"
1521,"10,205"
1522,"199,200"
1523,"0,40"
1524,"83,206"
1525,"10,11"
1526,"10,11"
1527,"10,11"
1528,"0,397"
1529,"40,206"
1530,"169,199"
1531,"10,67"
1532,"10,40"
1533,"11,45"
1534,"11,45"
1535,"40,220"
1536,"169,179,199"
1537,"169,199"
1538,"169,199"
1539,"3,206"
1540,"40,67"
1541,"169,199"
1542,"199,200"
1543,"40,199"
1544,"11,206"
1545,"206,405"
1546,"40,206"
1547,"11,45"
1548,"10,405"
1549,"10,40"
1550,"0,199"
1551,"0,206"
1552,"11,206"
1553,"0,206"
1554,"3,206"
1555,"40,206"
1556,"169,199"
1557,"3,200"
1558,"0,10"
1559,"10,40"
1560,"199,405"
1561,"11,45"
1562,"3,200"
1563,"40,206"
1564,"200,206"
1565,"169,199"
1566,"67,145"
1567,"0,269"
1568,"0,206"
1569,"0,8,206"
1570,"10,145"
1571,"145,405"
1572,"40,45"
1573,"8,405"
1574,"0,10"
1575,"67,220"
1576,"67,405"
1577,"0,40"
1578,"10,40"
1579,"169,199"
1580,"40,206"
1581,"3,200"
1582,"45,206"
1583,"169,199"
1584,"199,200"
1585,"40,206"
1586,"169,199"
1587,"3,200"
1588,"0,40"
1589,"40,206"
1590,"10,40"
1591,"11,145"
1592,"169,199"
1593,"83,206"
1594,"40,199"
1595,"169,170"
1596,"0,179"
1597,"10,40"
1598,"3,206"
1599,"10,11"
1600,"179,199"
1601,"40,206"
1602,"40,67"
1603,"10,11"
1604,"0,8"
1605,"40,206"
1606,"10,40"
1607,"8,405"
1608,"199,405"
1609,"40,200"
1610,"11,205"
1611,"40,206"
1612,"10,40"
1613,"199,200"
1614,"199,206"
1615,"3,206"
1616,"0,206"
1617,"40,67"
1618,"8,206"
1619,"10,220"
1620,"169,199"
1621,"169,199"
1622,"135,199"
1623,"8,405"
1624,"0,179"
1625,"40,206"
1626,"0,206"
1627,"40,206"
1628,"40,206"
1629,"40,206"
1630,"10,11"
1631,"10,40"
1632,"0,8"
1633,"199,200"
1634,"10,40"
1635,"0,179"
1636,"10,40"
1637,"0,409"
1638,"3,206"
1639,"45,405"
1640,"199,337"
1641,"3,200"
1642,"3,40"
1643,"0,206"
1644,"10,11"
1645,"0,397"
1646,"11,205"
1647,"10,40"
1648,"8,405"
1649,"40,206"
1650,"11,45"
1651,"0,265"
1652,"3,4"
1653,"179,337"
1654,"200,206"
1655,"206,405"
1656,"11,205"
1657,"170,199"
1658,"3,200"
